transaction_id,cardholder_id,merchant_id,merchant_category,transaction_timestamp,transaction_hour,transaction_day_of_week,transaction_amount_inr,country_code,is_international,pos_entry_mode,velocity_last_1h,velocity_last_24h,avg_txn_amount_30d,std_txn_amount_30d,distance_from_home_km,card_age_days,credit_limit_inr,is_fraud
TXN00030644,CH_006196,MER_00050,fuel,2023-07-27 14:33:50,14,3,120.45,IN,0,CNP,2,6,140.99,287.07,211.0,570,100000,0
TXN00024269,CH_002071,MER_00284,electronics,2023-03-24 17:22:07,17,4,51.29,CA,1,CHIP,3,8,221.25,165.52,189.6,1238,150000,0
TXN00012765,CH_006237,MER_00606,jewellery,2023-12-05 19:07:59,19,1,37.64,IN,0,SWIPE,3,7,25.75,491.55,233.4,203,50000,0
TXN00025957,CH_000344,MER_00087,electronics,2023-07-03 11:17:33,11,0,166.3,IN,0,SWIPE,2,6,185.28,265.8,234.7,916,300000,0
TXN00037548,CH_001108,MER_00375,healthcare,2023-08-16 23:42:51,23,2,62.09,IN,0,CHIP,3,4,88.93,288.91,45.4,736,50000,0
TXN00050382,CH_000487,MER_00310,utilities,2023-01-27 04:30:46,4,4,147.03,IN,0,CNP,2,0,108.63,440.18,148.0,310,200000,0
TXN00045910,CH_007242,MER_00554,healthcare,2023-10-10 04:01:52,4,1,63.16,IN,0,SWIPE,2,4,175.64,586.67,110.6,901,150000,0
TXN00049324,CH_005071,MER_00566,utilities,2023-11-15 21:11:55,21,2,429.61,IN,0,CHIP,0,8,33.77,366.64,45.2,1725,200000,0
TXN00050958,CH_001607,MER_00313,online_retail,2023-01-15 10:38:59,10,6,124.54,IN,0,CHIP,3,3,307.53,107.05,62.6,517,300000,0
TXN00023868,CH_003038,MER_00789,jewellery,2023-04-06 05:32:22,5,3,245.43,IN,0,CHIP,1,8,101.29,490.8,165.3,1066,200000,0
TXN00004648,CH_007609,MER_00233,travel,2023-09-18 20:45:44,20,0,39.18,IN,0,CHIP,0,8,103.98,336.29,128.6,1436,300000,0
TXN00000845,CH_002311,MER_00318,grocery,2023-03-25 05:52:25,5,5,93.92,IN,0,CHIP,0,2,22.64,268.65,21.6,532,150000,0
TXN00000255,CH_007651,MER_00136,entertainment,2023-07-18 18:26:23,18,1,540.43,SG,1,CNP,3,23,61.45,670.84,726.8,566,75000,1
TXN00022288,CH_000594,MER_00028,jewellery,2023-05-21 19:26:03,19,6,161.33,IN,0,SWIPE,4,30,326.1,155.1,5942.6,1229,200000,1
TXN00005712,CH_000401,MER_00494,jewellery,2023-10-27 18:13:56,18,4,50.58,IN,0,CHIP,0,3,34.64,112.27,154.9,1359,200000,0
TXN00003417,CH_002246,MER_00326,entertainment,2023-06-06 02:18:48,2,1,331.53,IN,0,CHIP,3,6,80.98,177.7,45.7,1207,100000,0
TXN00016025,CH_007370,MER_00594,travel,2023-10-03 22:52:57,22,1,2062.56,AE,1,CHIP,11,21,282.37,275.85,590.0,392,150000,1
TXN00044175,CH_007226,MER_00140,fuel,2023-03-07 19:48:47,19,1,31.24,IN,0,CHIP,3,4,108.6,520.59,174.3,542,50000,0
TXN00009165,CH_001745,MER_00095,restaurant,2023-08-16 22:18:14,22,2,45.18,IN,0,SWIPE,0,1,112.03,532.87,251.6,863,100000,0
TXN00001319,CH_006232,MER_00093,restaurant,2023-12-29 05:05:39,5,4,138.44,IN,0,CHIP,2,1,121.11,578.69,157.6,552,150000,0
TXN00024226,CH_000008,MER_00421,entertainment,2023-04-20 20:39:29,20,3,59.03,IN,0,CHIP,2,5,53.63,321.64,131.6,232,150000,0
TXN00017793,CH_004907,MER_00739,restaurant,2023-12-26 18:11:08,18,1,180.11,GB,1,CNP,1,8,141.62,0.87,1.6,921,150000,0
TXN00017087,CH_006443,MER_00182,online_retail,2023-04-02 23:27:46,23,6,81.46,IN,0,CHIP,2,4,51.63,328.41,248.0,1421,300000,0
TXN00054959,CH_001278,MER_00361,restaurant,2023-09-10 05:21:19,5,6,117.7,IN,0,SWIPE,3,7,79.02,390.29,84.2,395,200000,0
TXN00037719,CH_002356,MER_00224,electronics,2023-04-30 04:40:03,4,6,512.52,IN,0,CHIP,2,6,125.93,123.18,207.3,1287,150000,0
TXN00021665,CH_007737,MER_00464,healthcare,2023-02-17 07:44:36,7,4,215.96,IN,0,CHIP,1,6,136.87,368.65,123.5,165,500000,0
TXN00046124,CH_007603,MER_00617,utilities,2023-07-10 15:20:53,15,0,157.19,IN,0,CHIP,1,0,53.72,387.61,64.2,461,200000,0
TXN00036646,CH_006053,MER_00336,utilities,2023-06-16 16:04:30,16,4,64.2,IN,0,CHIP,3,5,128.87,449.78,204.9,651,500000,0
TXN00033229,CH_004339,MER_00669,utilities,2023-06-04 01:39:36,1,6,12.94,IN,0,CHIP,3,4,252.46,375.07,142.1,1021,300000,0
TXN00028459,CH_003436,MER_00353,travel,2023-11-27 18:47:55,18,0,256.52,IN,0,CNP,1,4,22.97,157.27,247.8,308,200000,0
TXN00022719,CH_002939,MER_00622,entertainment,2023-01-01 01:42:24,1,6,177.28,IN,0,SWIPE,1,0,48.41,270.63,87.2,1403,75000,0
TXN00032424,CH_007391,MER_00471,travel,2023-04-26 17:54:30,17,2,65.41,IN,0,SWIPE,0,0,115.19,33.38,92.8,1189,100000,0
TXN00046697,CH_007382,MER_00122,entertainment,2023-04-18 22:50:43,22,1,286.45,IN,0,SWIPE,2,2,41.93,270.84,221.9,1774,75000,0
TXN00004308,CH_006822,MER_00597,entertainment,2023-02-10 11:47:29,11,4,55.74,JP,1,CNP,0,5,40.97,199.6,101.9,216,200000,0
TXN00006577,CH_007999,MER_00215,grocery,2023-10-09 04:07:07,4,0,89.52,IN,0,CHIP,0,5,96.99,178.82,238.3,118,300000,0
TXN00025730,CH_007358,MER_00161,healthcare,2023-02-24 11:22:38,11,4,545.35,IN,0,CHIP,0,1,81.24,381.69,170.5,1670,150000,0
TXN00039476,CH_005285,MER_00047,jewellery,2023-06-14 19:22:31,19,2,17.32,IN,0,CHIP,2,7,25.82,324.27,277.2,1300,300000,0
TXN00004331,CH_002272,MER_00352,entertainment,2023-12-05 14:38:29,14,1,50.12,IN,0,CHIP,3,0,143.29,277.18,142.9,935,300000,0
TXN00029523,CH_005444,MER_00673,jewellery,2023-11-24 01:39:26,1,4,91.19,IN,0,SWIPE,0,3,63.2,29.91,206.8,1590,150000,0
TXN00054581,CH_000614,MER_00713,electronics,2023-04-29 12:44:47,12,5,171.08,IN,0,CHIP,2,0,59.35,237.4,299.8,324,75000,0
TXN00033112,CH_005204,MER_00699,jewellery,2023-04-20 12:55:21,12,3,107.2,IN,0,CNP,3,6,115.96,136.77,214.9,751,300000,0
TXN00022493,CH_000442,MER_00662,fuel,2023-02-17 23:52:57,23,4,318.49,IN,0,CHIP,0,4,63.0,233.65,191.3,215,200000,0
TXN00003601,CH_002887,MER_00290,restaurant,2023-03-21 10:22:21,10,1,58.38,IN,0,CNP,1,2,63.48,449.1,245.2,911,300000,0
TXN00004165,CH_003518,MER_00602,online_retail,2023-03-16 09:20:51,9,3,45.41,IN,0,CNP,3,7,353.77,71.16,259.5,430,200000,0
TXN00015064,CH_005733,MER_00534,jewellery,2023-10-06 16:22:19,16,4,202.77,SG,1,SWIPE,1,4,85.02,312.61,73.1,1280,500000,0
TXN00029636,CH_000036,MER_00621,fuel,2023-09-29 10:08:56,10,4,274.01,IN,0,CHIP,3,2,150.01,153.91,7.0,647,100000,0
TXN00049948,CH_005527,MER_00120,electronics,2023-05-02 13:42:58,13,1,1086.74,JP,1,CHIP,1,7,65.27,342.31,238.3,1720,150000,0
TXN00000906,CH_003517,MER_00581,restaurant,2023-06-30 11:57:40,11,4,107.53,IN,0,SWIPE,1,0,12.8,607.95,287.4,548,200000,0
TXN00015911,CH_000048,MER_00300,jewellery,2023-09-17 00:02:10,0,6,71.01,IN,0,CHIP,2,6,51.25,190.91,177.3,649,500000,0
TXN00044983,CH_006440,MER_00555,online_retail,2023-10-14 04:08:18,4,5,79.34,IN,0,CHIP,3,5,246.19,580.11,40.2,1248,100000,0
TXN00009540,CH_006304,MER_00163,utilities,2023-02-11 20:28:40,20,5,316.11,IN,0,CNP,1,5,115.69,116.08,255.6,976,100000,0
TXN00041938,CH_003778,MER_00707,travel,2023-05-04 06:01:33,6,3,29.67,IN,0,SWIPE,1,8,53.89,326.26,291.3,804,500000,0
TXN00008133,CH_004743,MER_00609,online_retail,2023-10-06 19:26:42,19,4,2.81,IN,0,SWIPE,2,2,109.17,309.59,155.7,1407,500000,0
TXN00033544,CH_007650,MER_00289,entertainment,2023-10-19 22:25:59,2,3,404.19,GB,1,CHIP,8,8,109.18,112.38,7264.4,1688,500000,1
TXN00032905,CH_006177,MER_00521,restaurant,2023-06-27 05:07:33,5,1,269.43,IN,0,CHIP,3,7,58.7,357.39,276.7,942,100000,0
TXN00051505,CH_005704,MER_00151,entertainment,2023-01-11 15:27:30,15,2,101.33,IN,0,CHIP,3,3,121.06,637.33,31.7,1487,75000,0
TXN00029968,CH_002763,MER_00630,utilities,2023-09-30 12:49:55,12,5,127.58,IN,0,CHIP,3,5,97.89,211.13,1.7,1795,75000,0
TXN00024228,CH_005673,MER_00166,electronics,2023-11-09 03:32:18,3,3,86.9,IN,0,CHIP,2,4,110.75,27.07,278.1,866,150000,0
TXN00006452,CH_007931,MER_00439,fuel,2023-10-25 08:21:15,8,2,665.24,IN,0,CNP,2,5,23.2,400.98,103.0,362,300000,0
TXN00034787,CH_003378,MER_00153,travel,2023-06-11 03:30:43,3,6,510.34,IN,0,SWIPE,3,1,113.28,289.76,94.1,676,50000,0
TXN00019144,CH_002241,MER_00664,electronics,2023-07-31 08:46:27,8,0,53.62,IN,0,CNP,1,6,458.7,79.15,299.8,1709,300000,0
TXN00014499,CH_006766,MER_00299,travel,2023-02-10 17:31:42,17,4,307.85,IN,0,CHIP,0,7,583.7,465.65,137.6,304,200000,0
TXN00014359,CH_003058,MER_00763,online_retail,2023-06-11 13:24:48,13,6,86.15,IN,0,CNP,1,1,106.52,323.69,73.2,826,100000,0
TXN00010285,CH_007138,MER_00308,travel,2023-02-26 02:44:32,2,6,110.38,JP,1,CHIP,3,5,374.01,65.1,185.2,92,300000,0
TXN00028171,CH_000372,MER_00121,utilities,2023-07-04 13:55:04,13,1,75.35,IN,0,CHIP,1,0,17.61,366.69,166.6,495,100000,0
TXN00003107,CH_007956,MER_00266,electronics,2023-12-11 00:01:15,0,0,168.39,IN,0,CNP,0,8,218.49,310.54,240.3,528,300000,0
TXN00017681,CH_002600,MER_00327,grocery,2023-06-09 18:28:16,18,4,130.33,IN,0,CHIP,3,8,585.49,274.47,268.1,957,50000,0
TXN00050596,CH_005871,MER_00690,fuel,2023-07-17 09:04:46,9,0,260.14,IN,0,CNP,3,0,88.92,386.96,242.5,1247,50000,0
TXN00047446,CH_002747,MER_00192,healthcare,2023-08-27 01:46:01,1,6,96.88,IN,0,CNP,0,7,50.87,214.88,58.7,465,50000,0
TXN00041190,CH_000540,MER_00492,fuel,2023-05-15 18:02:42,18,0,88.82,IN,0,SWIPE,3,6,27.26,297.44,253.3,1055,150000,0
TXN00042647,CH_002629,MER_00421,restaurant,2023-04-05 21:48:04,21,2,47.21,SG,1,SWIPE,0,4,291.24,151.54,35.6,520,50000,0
TXN00030957,CH_004962,MER_00667,restaurant,2023-09-25 20:09:14,20,0,121.87,JP,1,CHIP,2,3,125.04,533.18,36.9,167,150000,0
TXN00032082,CH_007309,MER_00281,electronics,2023-11-05 12:21:10,12,6,163.82,IN,0,SWIPE,1,3,49.15,606.94,262.5,223,75000,0
TXN00013625,CH_007936,MER_00050,travel,2023-10-20 15:37:50,15,4,157.08,IN,0,CHIP,1,7,115.35,244.26,193.7,1654,75000,0
TXN00022199,CH_007881,MER_00702,electronics,2023-09-16 16:38:48,16,5,52.19,IN,0,CHIP,2,7,15.41,517.38,132.1,491,50000,0
TXN00034303,CH_007591,MER_00442,online_retail,2023-12-13 20:54:26,20,2,359.54,IN,0,CHIP,2,0,38.23,306.05,161.6,1263,75000,0
TXN00010155,CH_006979,MER_00752,entertainment,2023-06-26 17:48:02,17,0,48.1,IN,0,CNP,2,8,65.46,435.39,208.0,930,75000,0
TXN00026697,CH_003668,MER_00173,utilities,2023-01-15 14:40:02,14,6,297.44,IN,0,CHIP,2,6,111.77,416.32,265.3,1685,100000,0
TXN00054460,CH_002538,MER_00552,online_retail,2023-10-15 15:37:25,15,6,23.86,IN,0,CHIP,3,8,51.83,381.19,97.9,939,50000,0
TXN00053800,CH_005703,MER_00668,online_retail,2023-11-20 06:46:44,6,0,132.1,IN,0,CHIP,3,5,83.09,622.69,287.0,1022,100000,0
TXN00000507,CH_003664,MER_00211,restaurant,2023-12-15 10:19:36,10,4,66.76,IN,0,CHIP,3,5,183.32,281.31,297.1,1223,50000,0
TXN00001718,CH_002860,MER_00388,utilities,2023-05-20 09:36:40,9,5,144.34,IN,0,CHIP,3,0,194.53,399.53,213.3,32,75000,0
TXN00028168,CH_001840,MER_00356,travel,2023-09-03 14:09:43,14,6,204.12,IN,0,CNP,1,1,66.78,665.77,159.7,978,150000,0
TXN00025803,CH_000110,MER_00668,jewellery,2023-10-24 20:23:36,20,1,48.77,IN,0,CHIP,3,4,59.31,196.06,228.1,573,75000,0
TXN00033943,CH_000943,MER_00710,entertainment,2023-05-04 16:36:49,16,3,126.78,IN,0,CHIP,0,7,313.31,263.4,280.7,175,500000,0
TXN00041409,CH_004235,MER_00443,fuel,2023-01-07 19:27:51,19,5,161.92,IN,0,CHIP,0,5,35.82,318.24,246.9,841,50000,0
TXN00038727,CH_005929,MER_00580,healthcare,2023-02-19 05:31:04,5,6,193.54,IN,0,CHIP,1,3,71.01,302.62,15.3,1540,50000,0
TXN00018886,CH_002025,MER_00039,entertainment,2023-04-04 19:38:56,19,1,46.51,IN,0,CHIP,3,7,85.76,557.25,180.8,1319,50000,0
TXN00028881,CH_006810,MER_00117,grocery,2023-04-02 11:35:51,11,6,168.97,IN,0,CHIP,0,4,118.0,431.94,141.4,907,100000,0
TXN00024221,CH_002904,MER_00125,entertainment,2023-04-19 23:04:26,23,2,232.41,IN,0,CHIP,3,5,81.09,91.39,227.9,1070,300000,0
TXN00027925,CH_003147,MER_00068,utilities,2023-02-15 22:30:50,22,2,218.0,GB,1,CHIP,1,5,152.32,519.9,235.8,348,75000,0
TXN00014943,CH_000626,MER_00380,electronics,2023-07-07 12:28:18,12,4,110.75,IN,0,CHIP,2,8,164.15,207.56,199.4,1401,200000,0
TXN00043909,CH_006316,MER_00111,entertainment,2023-01-27 11:58:24,11,4,289.79,IN,0,SWIPE,1,6,191.48,401.59,285.4,775,500000,0
TXN00038469,CH_004700,MER_00262,online_retail,2023-08-18 07:10:13,7,4,233.93,IN,0,CHIP,1,1,58.17,401.89,238.6,1063,200000,0
TXN00007886,CH_005705,MER_00200,grocery,2023-09-28 15:08:55,15,3,285.76,IN,0,CHIP,3,8,102.13,234.78,156.1,372,200000,0
TXN00034024,CH_007507,MER_00351,travel,2023-04-05 11:43:37,11,2,168.88,IN,0,CHIP,1,2,101.69,235.75,13.0,853,300000,0
TXN00015116,CH_003648,MER_00136,entertainment,2023-12-26 05:41:29,5,1,45.36,IN,0,CHIP,1,4,69.21,240.79,160.7,143,200000,0
TXN00032043,CH_007595,MER_00495,jewellery,2023-10-04 18:11:08,18,2,38.75,IN,0,CHIP,1,5,188.49,486.85,204.9,828,75000,0
TXN00024006,CH_001078,MER_00582,travel,2023-09-21 04:53:12,4,3,95.52,IN,0,SWIPE,1,0,45.61,452.1,7.4,784,500000,0
TXN00035189,CH_004088,MER_00668,travel,2023-05-08 17:23:37,17,0,17.9,IN,0,SWIPE,0,3,134.41,166.7,39.3,1207,100000,0
TXN00021386,CH_003131,MER_00059,utilities,2023-01-04 08:02:09,8,2,44.07,IN,0,SWIPE,1,0,233.45,391.16,92.8,1407,100000,0
TXN00020349,CH_005185,MER_00135,online_retail,2023-05-23 03:38:19,3,1,75.98,SG,1,SWIPE,0,5,18.4,102.07,154.8,1145,50000,0
TXN00014908,CH_000116,MER_00018,utilities,2023-08-03 13:31:16,13,3,43.31,IN,0,SWIPE,0,3,115.85,410.77,278.4,1035,500000,0
TXN00047884,CH_001402,MER_00533,healthcare,2023-02-07 12:14:32,12,1,132.81,DE,1,CHIP,0,3,76.52,521.6,232.6,419,75000,0
TXN00018592,CH_003557,MER_00283,travel,2023-04-16 03:34:12,3,6,60.41,IN,0,SWIPE,2,0,279.1,370.86,241.9,644,100000,0
TXN00013488,CH_001179,MER_00569,restaurant,2023-10-23 21:38:59,21,0,86.88,IN,0,CHIP,1,4,255.77,284.0,231.0,1078,200000,0
TXN00015880,CH_006414,MER_00364,electronics,2023-01-09 13:32:35,13,0,108.78,IN,0,SWIPE,2,4,137.31,232.38,134.0,1319,200000,0
TXN00010276,CH_006227,MER_00712,electronics,2023-02-02 08:20:11,8,3,293.15,IN,0,CHIP,0,3,40.46,371.3,268.1,1197,75000,0
TXN00008194,CH_001941,MER_00672,travel,2023-09-09 01:05:19,1,5,128.78,IN,0,SWIPE,0,0,33.84,424.58,235.5,363,300000,0
TXN00025837,CH_001657,MER_00366,utilities,2023-09-13 16:39:08,16,2,72.78,IN,0,CHIP,3,3,42.3,147.76,196.0,539,300000,0
TXN00006695,CH_000634,MER_00315,entertainment,2023-06-07 14:23:04,14,2,183.74,IN,0,CHIP,3,3,115.21,379.57,143.0,1197,300000,0
TXN00009455,CH_003313,MER_00490,grocery,2023-06-26 20:31:06,20,0,342.58,IN,0,CNP,3,1,178.81,244.92,134.2,880,300000,0
TXN00035842,CH_007644,MER_00244,jewellery,2023-05-09 13:24:46,13,1,27.62,IN,0,CHIP,0,8,179.66,195.82,118.2,1439,75000,0
TXN00008833,CH_002542,MER_00548,entertainment,2023-03-02 19:49:20,19,3,257.68,IN,0,CHIP,3,7,191.25,471.63,33.7,185,500000,0
TXN00050153,CH_002169,MER_00570,restaurant,2023-12-30 11:51:17,11,5,32.89,IN,0,CHIP,3,1,40.67,371.35,51.4,1145,100000,0
TXN00006007,CH_003301,MER_00615,restaurant,2023-03-02 14:52:02,14,3,217.57,IN,0,CHIP,0,0,129.22,365.86,43.1,688,500000,0
TXN00023189,CH_004802,MER_00678,restaurant,2023-09-14 02:19:34,2,3,88.09,FR,1,CHIP,2,1,102.89,229.47,295.1,1397,500000,0
TXN00018315,CH_006570,MER_00793,electronics,2023-04-30 14:33:59,14,6,274.37,IN,0,CHIP,3,3,243.5,39.75,32.3,1575,200000,0
TXN00005380,CH_005201,MER_00692,online_retail,2023-06-02 00:18:19,0,4,482.01,US,1,CHIP,0,7,68.44,330.02,166.7,899,300000,0
TXN00035318,CH_006477,MER_00073,electronics,2023-12-30 06:20:20,6,5,69.85,IN,0,CNP,3,8,47.81,8.58,143.1,881,200000,0
TXN00039039,CH_001630,MER_00365,grocery,2023-10-13 15:32:53,15,4,552.26,FR,1,SWIPE,2,6,48.12,453.26,40.7,980,500000,0
TXN00044676,CH_006070,MER_00543,fuel,2023-11-06 16:04:34,16,0,81.01,IN,0,CNP,1,5,119.69,137.02,45.4,1056,100000,0
TXN00047314,CH_004646,MER_00748,fuel,2023-08-20 18:42:26,18,6,41.07,IN,0,SWIPE,1,4,147.75,196.35,28.2,880,150000,0
TXN00011641,CH_005078,MER_00360,fuel,2023-05-01 02:50:34,2,0,74.8,IN,0,CNP,3,0,89.24,340.74,51.2,765,200000,0
TXN00051192,CH_000025,MER_00255,healthcare,2023-07-01 19:03:46,19,5,62.44,IN,0,CHIP,1,8,104.27,609.43,126.6,1015,100000,0
TXN00034483,CH_001669,MER_00762,restaurant,2023-03-30 10:06:50,10,3,152.6,IN,0,CNP,1,1,50.25,356.59,226.3,1574,75000,0
TXN00033359,CH_005538,MER_00246,online_retail,2023-03-28 03:12:29,3,1,50.07,IN,0,CNP,2,3,69.18,543.68,110.8,938,200000,0
TXN00038781,CH_002712,MER_00369,grocery,2023-07-24 21:09:48,21,0,414.32,IN,0,CNP,2,2,60.76,286.87,79.8,1657,50000,0
TXN00036734,CH_007751,MER_00736,fuel,2023-09-16 06:35:27,22,5,5269.57,SG,1,SWIPE,14,13,180.81,304.34,6210.0,115,100000,1
TXN00006675,CH_004985,MER_00115,electronics,2023-03-28 00:24:09,0,1,36.74,IN,0,CHIP,2,1,58.13,319.37,158.4,1567,50000,0
TXN00026275,CH_005201,MER_00237,travel,2023-06-21 23:28:45,23,2,104.85,IN,0,SWIPE,3,0,278.2,132.8,166.8,660,100000,0
TXN00046130,CH_002750,MER_00728,entertainment,2023-06-05 23:07:26,23,0,90.29,IN,0,CNP,0,8,144.7,401.96,4.6,1412,300000,0
TXN00010447,CH_007655,MER_00490,utilities,2023-12-27 06:17:44,6,2,87.9,IN,0,CNP,2,5,193.19,27.8,81.6,1268,200000,0
TXN00022774,CH_003830,MER_00157,online_retail,2023-01-29 10:39:01,10,6,53.06,IN,0,CHIP,3,8,217.75,615.4,81.8,1556,100000,0
TXN00010398,CH_005387,MER_00783,jewellery,2023-04-03 13:41:12,13,0,87.38,GB,1,CNP,1,0,69.56,230.56,295.0,54,150000,0
TXN00040203,CH_006842,MER_00425,restaurant,2023-11-02 20:46:12,20,3,76.17,IN,0,CHIP,0,5,66.44,444.25,174.3,1117,75000,0
TXN00011788,CH_002521,MER_00719,jewellery,2023-09-27 18:32:48,18,2,99.53,JP,1,CNP,1,2,33.17,440.28,80.6,751,150000,0
TXN00014030,CH_004060,MER_00768,grocery,2023-09-27 10:24:07,10,2,196.96,IN,0,CHIP,1,1,123.19,566.63,132.6,503,200000,0
TXN00018553,CH_000976,MER_00032,restaurant,2023-12-12 15:52:12,15,1,99.67,IN,0,CHIP,0,8,33.3,213.94,177.0,502,100000,0
TXN00053382,CH_004807,MER_00692,entertainment,2023-01-09 14:52:28,14,0,116.11,IN,0,SWIPE,0,4,121.62,299.67,170.7,948,200000,0
TXN00001565,CH_004111,MER_00629,restaurant,2023-01-22 13:08:16,13,6,59.96,IN,0,CHIP,3,1,344.08,315.16,127.5,1306,500000,0
TXN00028391,CH_007106,MER_00334,online_retail,2023-02-14 07:01:56,7,1,925.17,IN,0,CNP,1,5,43.92,241.34,18.7,1685,200000,0
TXN00014072,CH_000049,MER_00730,grocery,2023-01-12 01:45:41,1,3,479.53,IN,0,CHIP,0,1,90.5,336.98,251.7,824,100000,0
TXN00015419,CH_002921,MER_00448,healthcare,2023-03-07 09:49:26,9,1,29.25,US,1,CHIP,2,1,126.76,382.51,146.3,1425,150000,0
TXN00044854,CH_006476,MER_00139,utilities,2023-09-11 07:07:54,7,0,81.72,IN,0,CHIP,1,4,182.23,175.21,230.9,1605,50000,0
TXN00019418,CH_005657,MER_00689,entertainment,2023-06-21 21:03:09,21,2,86.79,IN,0,CNP,3,4,96.06,367.34,58.5,65,75000,0
TXN00039814,CH_006329,MER_00105,entertainment,2023-01-26 16:49:52,16,3,52.11,IN,0,CHIP,3,3,116.07,417.9,295.5,64,150000,0
TXN00003404,CH_005337,MER_00481,travel,2023-10-14 14:48:55,14,5,41.04,IN,0,SWIPE,0,3,135.83,294.26,275.4,1661,200000,0
TXN00014425,CH_007650,MER_00793,restaurant,2023-11-13 04:22:48,4,0,173.53,IN,0,CNP,3,0,120.04,379.04,240.8,220,500000,0
TXN00012419,CH_003909,MER_00559,fuel,2023-03-27 14:53:00,14,0,167.61,US,1,CHIP,2,8,301.03,292.56,78.7,30,300000,0
TXN00010945,CH_002217,MER_00169,travel,2023-02-02 14:01:55,14,3,97.29,IN,0,CHIP,0,8,213.85,504.42,76.6,104,150000,0
TXN00034723,CH_000020,MER_00500,utilities,2023-03-29 02:59:31,2,2,152.63,IN,0,CHIP,3,4,187.19,396.74,230.9,567,50000,0
TXN00036174,CH_006764,MER_00740,entertainment,2023-04-20 18:17:52,18,3,135.73,IN,0,CHIP,0,6,27.47,475.45,212.7,1568,300000,0
TXN00004893,CH_003833,MER_00429,entertainment,2023-11-03 19:45:39,19,4,138.76,IN,0,SWIPE,0,4,446.85,223.81,34.7,918,200000,0
TXN00019737,CH_000997,MER_00092,entertainment,2023-06-26 13:31:48,13,0,14.66,JP,1,CNP,1,2,217.01,345.9,292.4,459,200000,0
TXN00030316,CH_005569,MER_00437,grocery,2023-08-18 07:25:39,7,4,143.16,DE,1,CHIP,0,4,91.12,273.88,137.5,751,75000,0
TXN00006357,CH_000324,MER_00643,healthcare,2023-01-15 12:22:25,12,6,75.25,IN,0,CHIP,3,4,135.4,42.63,141.6,875,150000,0
TXN00015613,CH_003417,MER_00596,restaurant,2023-06-24 09:33:17,9,5,83.17,IN,0,SWIPE,2,3,101.29,478.03,33.5,822,300000,0
TXN00048584,CH_001026,MER_00392,jewellery,2023-06-08 19:31:38,19,3,170.33,IN,0,CHIP,3,4,141.79,398.52,153.7,293,75000,0
TXN00002541,CH_007753,MER_00778,utilities,2023-05-03 11:07:08,11,2,722.41,IN,0,SWIPE,1,2,37.18,46.21,198.2,96,150000,0
TXN00000189,CH_007165,MER_00137,jewellery,2023-12-01 11:07:11,11,4,738.79,FR,1,CNP,1,3,164.4,229.63,250.4,1578,50000,0
TXN00003996,CH_007837,MER_00119,travel,2023-01-27 18:25:00,18,4,55.57,IN,0,SWIPE,3,1,75.65,154.99,122.4,1676,300000,0
TXN00022531,CH_007376,MER_00231,entertainment,2023-07-26 05:01:30,5,2,162.66,IN,0,SWIPE,2,2,151.14,147.79,158.6,1257,75000,0
TXN00052634,CH_000954,MER_00048,electronics,2023-08-30 05:49:54,5,2,121.81,IN,0,CHIP,3,1,195.65,276.7,161.8,213,75000,0
TXN00034870,CH_006968,MER_00135,entertainment,2023-04-14 23:33:59,23,4,855.32,IN,0,CHIP,0,8,59.98,360.57,148.7,1327,200000,0
TXN00049893,CH_006446,MER_00279,jewellery,2023-03-13 20:02:45,20,0,127.34,IN,0,CHIP,2,5,93.99,454.98,200.0,1508,75000,0
TXN00009250,CH_004075,MER_00224,jewellery,2023-03-01 05:25:38,5,2,289.16,IN,0,CHIP,3,6,76.19,403.2,164.1,1016,300000,0
TXN00042399,CH_004562,MER_00640,travel,2023-09-25 21:46:45,21,0,34.26,IN,0,CHIP,2,4,81.24,243.15,54.9,386,300000,0
TXN00032213,CH_003431,MER_00755,online_retail,2023-10-22 23:16:40,23,6,90.98,IN,0,CHIP,1,6,552.23,329.3,42.0,501,50000,0
TXN00038822,CH_000893,MER_00651,restaurant,2023-03-07 04:29:02,4,1,162.54,IN,0,CHIP,1,7,121.61,265.86,226.6,407,300000,0
TXN00006076,CH_004288,MER_00065,electronics,2023-04-01 11:22:08,11,5,168.02,IN,0,SWIPE,2,3,145.97,287.91,234.5,1708,150000,0
TXN00000480,CH_005415,MER_00587,electronics,2023-10-15 05:29:47,2,6,83.03,AE,1,CHIP,8,17,163.33,334.98,6598.1,1583,150000,1
TXN00020269,CH_004765,MER_00767,restaurant,2023-07-13 18:41:15,18,3,200.72,IN,0,SWIPE,0,8,120.29,248.4,256.3,406,75000,0
TXN00048313,CH_001462,MER_00106,jewellery,2023-05-31 10:04:00,10,2,72.03,IN,0,CHIP,0,4,225.46,442.46,241.1,340,50000,0
TXN00052163,CH_003337,MER_00333,online_retail,2023-08-16 09:05:44,9,2,30.15,IN,0,SWIPE,0,4,52.58,545.0,172.7,1127,200000,0
TXN00005876,CH_001902,MER_00145,travel,2023-02-22 08:45:32,8,2,43.21,IN,0,SWIPE,1,0,119.7,655.26,44.2,1242,200000,0
TXN00045749,CH_003890,MER_00269,fuel,2023-02-22 05:11:00,5,2,64.91,CA,1,CHIP,3,5,186.25,221.93,201.0,351,100000,0
